exp_id,job_id,job_time,backend,shots,archt,rhs,qubits,layers,cost,operator,innerp,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
d171a845-dfc8-46f0-a89d-8d04f1bfc441,['3be607e9-f70b-43ab-b570-e33664bf8b22'],"22/09/2022, 17:25:47",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
67875dbf-b9b2-4fd3-9c00-d35da45ca014,['632c97f27fcd175f3273c9b4'],"22/09/2022, 19:14:26",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0cbda766-7473-4be8-80c7-9771abb320da,['e90a3d12-17e8-4924-94ef-96812d7d4ac6'],"22/09/2022, 19:16:05",simulator,100000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
fa26e2c6-b02c-4684-b821-664463489eeb,['6a4a4f52-0bf5-41e1-b87e-98515c6c66fe'],"22/09/2022, 19:22:40",simulator,1000000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
81932fcc-114f-415c-9a0b-b1bd5e2fb76f,['a546e4ee-7935-4dbb-bac8-56f2d1310060'],"23/09/2022, 10:53:47",simulator,10,linear_alternating,hn,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b0a145a5-0799-4267-9dac-ae990deb3327,['0506fb58-4a54-4ac7-9c12-a6c6bbf63de4'],"23/09/2022, 10:53:53",simulator,10,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b6984eee-814c-4953-9e07-84b59fd374b9,['bc6db233-f856-4bbd-9915-fa88ee9a781a'],"23/09/2022, 10:53:58",simulator,10,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
42935f9d-d739-4f56-8eb4-80c24836f619,['94375c59-834f-4ce8-94de-4cedafc5c542'],"23/09/2022, 10:54:04",simulator,10,linear_alternating,hn,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f85c0b7a-8590-43ea-a178-470198bb1560,['5435686e-67c0-4bfc-8436-74bfd9865fa0'],"23/09/2022, 10:54:10",simulator,10,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
59571cc0-2893-4b38-941a-6474d3c6c202,['aebdc939-c0f8-4fd8-bfa8-3662b38664a8'],"23/09/2022, 10:54:14",simulator,10,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5603f1a6-eeb0-43eb-a963-64183fa1a658,['069942af-0149-45d3-9526-1929bbddaae7'],"23/09/2022, 10:54:20",simulator,10,linear_alternating,hnx,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ce0721e3-d49a-4f9d-9e62-f40f96f1c74d,['836b031d-94cd-47b9-b9aa-8ff7d8d04bbf'],"23/09/2022, 10:54:26",simulator,10,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
668453e2-4fcb-499d-9cb0-2e9ecbf0ef8f,['af03556b-dc5a-438b-962b-0a762c95974c'],"23/09/2022, 10:54:31",simulator,10,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a56be3b8-63bd-43cb-aa94-62a60fe90d8c,['8c35061b-c491-426b-bd8d-4082b6c10593'],"23/09/2022, 10:54:37",simulator,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4d1dc322-fb3d-4e39-842d-c8267c3b32b7,['4caa6ec7-ef7e-4a47-8aa1-cee17e687c4d'],"23/09/2022, 10:54:43",simulator,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
59d5a640-c0d6-47a1-97a4-d23b9762a436,['050de4cf-d8de-4274-bab8-3646a7db74ad'],"23/09/2022, 10:54:47",simulator,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6abaffcf-40ed-472b-8d98-49733f69109f,['a8da2190-0677-4bca-ae65-70014d0aa7bd'],"23/09/2022, 10:54:53",simulator,100,linear_alternating,hn,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
437cfa88-963b-4f8e-a404-1a016bc811ca,['315dba4f-9e5e-4b93-9bb8-99336fb405e2'],"23/09/2022, 10:55:00",simulator,100,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4c9c3212-8c4e-49b1-815a-3136ac193702,['08cdb703-940a-49c2-916a-a04eec4f1b7c'],"23/09/2022, 10:55:04",simulator,100,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
96433bf1-6caf-4fb7-9643-782b21f29129,['7abc2421-3d8d-4519-92d9-7c0b587bc2e8'],"23/09/2022, 10:55:10",simulator,100,linear_alternating,hn,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1b69238f-5ef9-4490-a7fe-2bf36512b596,['8031bde6-e686-4daa-8f72-0665e53caddc'],"23/09/2022, 10:55:17",simulator,100,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
eabb8dfc-e18e-4f98-9678-abc5fb4abda7,['896d4a85-fff9-4ac9-88c2-194114f2e699'],"23/09/2022, 10:55:21",simulator,100,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0d74607a-ef11-479a-b9a0-be973bd7747e,['ac58b24f-ed06-4f3d-9503-6083d58cdf28'],"23/09/2022, 10:55:27",simulator,100,linear_alternating,hnx,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
00a2d8cf-d87a-4d1f-ac41-961e72197688,['97cf8904-383f-447d-924a-43d70211e9cd'],"23/09/2022, 10:55:34",simulator,100,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d0677e28-7b24-42db-b732-dbc4bc606dc6,['6a3f13a9-bbb8-4c89-8d75-703a9a3de662'],"23/09/2022, 10:55:38",simulator,100,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
df4a427d-5d32-48f4-b47b-465055c70184,['edeaea2d-f609-4696-89d0-10b5494eac6a'],"23/09/2022, 10:55:44",simulator,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a23e3069-afb0-43c1-a46a-bab4ce01adb3,['f9eff17e-c475-4a00-bcbc-41d0714e10e1'],"23/09/2022, 10:55:50",simulator,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8fa11854-7e9f-4ae8-92bc-b9763c45e1d7,['446a6fa4-34e1-442b-b968-89eac432aed5'],"23/09/2022, 10:55:55",simulator,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3237e817-9869-418a-b10c-88ab067576b9,['33ab0fc4-03b4-4891-b7fd-ac19aa922415'],"23/09/2022, 10:56:01",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
fd8846d5-d735-44e8-a4e9-a3f848482317,['54680af8-7782-4cea-adb2-f522757e7d2b'],"23/09/2022, 10:56:10",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a94c4467-a383-4604-8f5a-27f0afd220de,['3e36c9ad-1346-4a05-b3bf-43dd4ab2cf86'],"23/09/2022, 10:56:14",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
427c3f9b-5559-404a-a9f3-6b2ea600b7c3,['90f43018-f300-4e06-a876-8527f015a08f'],"23/09/2022, 10:56:22",simulator,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
95dd7ef0-629d-464c-90d9-d874c70eebbf,['45c89a9f-42bc-4882-8ad4-bc72150a8304'],"23/09/2022, 10:56:31",simulator,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0ed45e1e-f1ea-481c-b65e-3a5fb75c7f69,['661124cc-ad0b-46f9-8ae0-22f51847c0ef'],"23/09/2022, 10:56:36",simulator,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
51d63364-f7c1-4796-9400-33327ccb035d,['a5a00b1f-31bb-4e84-aa25-f304f6b792d0'],"23/09/2022, 10:56:42",simulator,1000,linear_alternating,hnx,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d65c72f4-a7e9-42ff-aa96-da9f6919407f,['d15b093d-57cb-497a-a408-a66c40cb6257'],"23/09/2022, 10:56:51",simulator,1000,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a348f5c5-3320-4ec8-a85d-fa61b11b07d9,['f33ba9dc-e59b-497d-ae3d-d167fe3757d1'],"23/09/2022, 10:56:57",simulator,1000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ef455a87-3188-4617-876a-e93e43d9b6f1,['f89c51bd-c885-4e6d-857c-d7b3f39307d6'],"23/09/2022, 10:57:03",simulator,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4c74b61a-dbda-4737-bdd3-0fe8b928df31,['588937e8-6c05-4a09-857d-56f886fbb2e0'],"23/09/2022, 10:57:12",simulator,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
73b9848d-276d-469e-90c7-8e48adccc04a,['e227f84f-d375-48bd-a8d2-5f9881ceba6d'],"23/09/2022, 10:57:17",simulator,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
78eb2c0d-4eb4-4129-9eff-5c594242004c,['41efade1-7aed-49de-a920-d92a90e6f182'],"23/09/2022, 10:57:23",simulator,10000,linear_alternating,hn,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
40a8c37b-7bd7-474c-a5fa-f1c49af3035a,['7677302a-77e8-4119-a6b3-40233d814f2b'],"23/09/2022, 10:57:59",simulator,10000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d56d940e-48f0-4835-b717-b5d74795856f,['4ea0beb4-dd8e-4a4d-ae3e-1d5d25daab50'],"23/09/2022, 10:58:12",simulator,10000,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0f32b3b3-6811-4911-9ada-8ea9c91f08cd,['05858f23-61fa-4e28-a366-6a50e8cec299'],"23/09/2022, 10:58:18",simulator,10000,linear_alternating,hn,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9bef3a19-12a3-4276-9c12-7c3806cf40b6,['6a96dfad-2bc3-4582-9e67-98bb6da035c2'],"23/09/2022, 10:58:55",simulator,10000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cccf52f4-85c1-4477-8c56-7323ba7360a0,['28d74fd9-258f-4ce4-a283-8297482d4b50'],"23/09/2022, 10:59:08",simulator,10000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
81f7ce1b-4c66-4020-b8e6-f9f09d824260,['1d62de17-a317-43cc-b40b-8bf4a58a5f87'],"23/09/2022, 10:59:15",simulator,10000,linear_alternating,hnx,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0bb25848-31bd-4576-820f-717856836f99,['55dc781c-6b02-48c9-a7c0-fa922a878edc'],"23/09/2022, 10:59:52",simulator,10000,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9be7c940-4a2d-4720-bb64-7a923eb74913,['2fc28bb3-03fe-409d-b4d2-48ce18c33269'],"23/09/2022, 11:00:05",simulator,10000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8ee12239-460f-4db2-85d3-de02b762bc91,['454e5832-3144-4c84-bbcf-d65b2386c006'],"23/09/2022, 11:00:12",simulator,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4cefde24-7e81-4275-9e65-259b42844e2b,['aeee7542-4f62-470f-bda0-b21fa8fae6e9'],"23/09/2022, 11:00:48",simulator,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
34db871a-eb0b-402f-97ad-e2dcd909a9be,['413414d1-2ad6-4cdc-b375-6a5a82672674'],"23/09/2022, 11:01:01",simulator,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
075a8cd9-3737-4d7f-b14f-3d70103b1535,['632d76137fcd17e37973ca07'],"23/09/2022, 11:02:11",ibmq_ehningen,10,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
595807c4-a697-4c13-940d-2abcac316c32,['632d7631f4e8261750cbb487'],"23/09/2022, 11:02:40",ibmq_ehningen,10,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
007357e2-686e-4a58-a42d-d8a13f5c70e2,['632d7674c59fb11526b078c1'],"23/09/2022, 11:03:48",ibmq_ehningen,10,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2af7846f-1c52-45eb-9311-d652b3ae193b,['632d76907fcd177ffe73ca08'],"23/09/2022, 11:04:16",ibmq_ehningen,10,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
dcef99e0-6f7b-4a74-8637-c673a52ac908,['632d76d56ebe09830ffb0ec8'],"23/09/2022, 11:05:25",ibmq_ehningen,10,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6708b5d1-72fb-46ac-a0f7-e0c341aec357,['632d76f3c59fb1ea5db078c2'],"23/09/2022, 11:05:55",ibmq_ehningen,10,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5a778f07-4545-4bcc-bc05-7c664a279495,['632d77397fcd17939573ca09'],"23/09/2022, 11:07:05",ibmq_ehningen,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3889d285-931b-4e2c-95ca-005fa3146cc8,['632d77547fcd17b94373ca0b'],"23/09/2022, 11:07:32",ibmq_ehningen,10,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c22d97c0-8071-4a5d-9597-16f2aedb5c1d,['632d779a6ebe09d3b7fb0ec9'],"23/09/2022, 11:08:42",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e68e559d-6276-4c6b-9678-8b19818af758,['632d77b5c59fb19b53b078c3'],"23/09/2022, 11:09:09",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b9fd19a3-03b7-4866-ac7c-f32e528d1b41,['632d77f9c59fb12561b078c4'],"23/09/2022, 11:10:17",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0429df5b-9508-4417-9ae8-44c7575dbadb,['632d78157fcd17461373ca0d'],"23/09/2022, 11:10:45",ibmq_ehningen,100,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1a0f13e7-631e-4959-a5c4-517339b49880,['632d78586ebe095d9bfb0ecb'],"23/09/2022, 11:11:52",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e3c3a069-9f90-48a5-b3c8-7dbae2be190e,['632d7874f4e826f250cbb489'],"23/09/2022, 11:12:20",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a6adb2e2-7fa7-4e2f-a5fc-9309fd727f3a,['632d78baf4e82692afcbb48a'],"23/09/2022, 11:13:29",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2b27967c-d74a-4739-9b9e-148d418a1f28,['632d78d67fcd1784df73ca0e'],"23/09/2022, 11:13:58",ibmq_ehningen,100,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
28f9179d-e719-4607-933d-685426719a8c,['632d791a7fcd17d01373ca0f'],"23/09/2022, 11:15:06",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
07680211-2e48-4105-9950-5124bf0e4232,['632d79356ebe09178dfb0ecc'],"23/09/2022, 11:15:33",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2cd680ba-3002-4ac6-8986-950617f891db,['632d797b7fcd173c7273ca10'],"23/09/2022, 11:16:43",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4d3da709-be32-47b6-88da-e09526ad55e4,['632d79987fcd17d42d73ca11'],"23/09/2022, 11:17:12",ibmq_ehningen,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
34be3725-e5a5-4ae4-9642-710027678ca1,['632d79df7fcd1749b673ca12'],"23/09/2022, 11:18:23",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
83a3bc34-4435-451e-b59c-14183c21f2a4,['632d79fac59fb1dd54b078c6'],"23/09/2022, 11:18:50",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1d2b194e-e62e-42ff-aad7-16d91abdcdab,['632d7a41c59fb1367db078c7'],"23/09/2022, 11:20:01",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7684a65b-3894-451b-886d-6494767204ad,['632d7a5e6ebe09091efb0ece'],"23/09/2022, 11:20:30",ibmq_ehningen,1000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ffa1fbed-9027-4260-916e-469c9e38d8a1,['632d7aa26ebe09a804fb0ecf'],"23/09/2022, 11:21:38",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6a0bfcd2-64e2-4667-9c88-f6df4b05fc00,['632d7abef4e8264c34cbb48c'],"23/09/2022, 11:22:06",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
72bbb77e-1038-4fab-b30f-72c8f532e47e,['632d7b01c59fb11cbdb078c8'],"23/09/2022, 11:23:13",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5eafe63b-5c47-49b3-8bbe-99a8f7e1e9fe,['632d7b1d7fcd17ec0b73ca14'],"23/09/2022, 11:23:41",ibmq_ehningen,10000,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f67baef8-3153-4ce8-b4ff-39fbbc392732,['632d7b60f4e8260fd3cbb48d'],"23/09/2022, 11:24:48",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
dc2784d8-2761-48ad-9e38-e300bb2541fb,['632d7b7dc59fb1c89cb078c9'],"23/09/2022, 11:25:17",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
342157dd-bb14-465d-9783-2a883a6b7d17,['632d7bc16ebe093238fb0ed0'],"23/09/2022, 11:26:25",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b892cd5a-40b1-4934-995e-fba5394ff4b5,['632d7bdf7fcd17866d73ca16'],"23/09/2022, 11:26:55",ibmq_ehningen,10000,linear_alternating,hnx,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8b93e205-7dc1-43fa-b937-07519141587c,['c073fa82-6cca-4d4b-a54e-266732da6f4a'],"26/09/2022, 18:39:04",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Paulis,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],"27/09/2022, 11:06:15",simulator,1000,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],"27/09/2022, 11:06:19",simulator,1000,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
377e4fa3-1544-4fab-ac73-cf52f9ece2a5,['c1a60e3f-089d-4761-91de-060d7fa55676'],"27/09/2022, 11:37:06",simulator,10,linear_alternating,hn,5,3,Sato21_Innerp,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a9c28a57-b71a-43f8-b25c-cc750191c5ca,['c723aad1-9f92-47c0-beb4-a35bf758fbf9'],"27/09/2022, 11:37:10",simulator,10,linear_alternating,hn,5,3,Sato21_Innerp,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
60d3988c-7f44-409c-b6e6-c0147c039e4a,['38988179-0cb2-43f0-b24a-6b56bb9d5314'],"27/09/2022, 11:37:13",simulator,10,linear_alternating,hn,5,3,Sato21_Nonnorm,Sato21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5681f76b-4d9a-41d6-b732-6c0cfa3f9640,['7aa4a093-5420-49de-829e-120c08d95d77'],"27/09/2022, 11:37:17",simulator,10,linear_alternating,hn,5,3,Sato21_Nonnorm,SatoLiu21,HTest,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
