exp_id,job_id,error_type,backend,archt,rhs,qubits,layers,parameters,samples,shots,depth,cnots,operator,innerp,cost,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD,mem,mean,std,p=0,p=1,p=5,p=10,p=25,p=50,p=75,p=90,p=95,p=99,p=100
16aab2e0-ccfa-4373-b1ab-a2157dc2cc7f,['0f3c3fed-6757-4913-9734-5291a189256f'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9092798993365699,0.13134762166823302,0.608093160033036,0.61588909821672,0.6470728509514557,0.6860525418698754,0.9435917505079436,0.967983987477308,0.9876457598609693,0.9904995311180806,0.9919096877107996,0.9930378129849747,0.9933198443035185
4ec8ee2d-cf28-4e5a-88e8-074d1b658b39,['0fd566b2-74c3-4861-b00f-68e0fb94094c'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9984201696828487,0.0012156098095445229,0.9954308523144005,0.9955918019214615,0.9962356003497049,0.9970403483850093,0.9983462306129172,0.9986832225506361,0.9990228184633773,0.9997070479512051,0.9997519870860876,0.9997879383939935,0.9997969262209699
02fb212b-deb7-4ac4-ba27-f5640a1e0b01,['55edbc79-28f6-489a-85ed-882e0ebbf96e'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.5709613124760194,0.7463036786413222,-0.9710155791328147,-0.9604698144513028,-0.9182867557252549,-0.8655579323176951,0.767204112823068,0.9774337789719021,0.9903915383355664,0.9948635465545274,0.9950034727152293,0.9951154136437907,0.9951433988759312
5a374b2e-d836-4b6d-8cd2-1738e4a8969f,['0c279f1a-a895-4563-af2a-0f3d3c5230fd'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9987506064034646,0.0007198163195768286,0.9974663349098861,0.9975106673534314,0.9976879971276126,0.997909659345339,0.9982702126220883,0.9987353990656199,0.9993785361629477,0.9995807531513945,0.9996952071226214,0.999786770299603,0.9998096610938484
2380bab9-e007-474d-b696-79f617e50a68,"['63331d227fcd17385073cd47', '63331d276ebe090030fb124b', '63331d29c59fb12504b07bd0', '63331d2b6ebe094f30fb124c', '63331d2fc59fb1f387b07bd1', '63331d316ebe09c17ffb124d', '63331d337fcd17126c73cd48', '63331d356ebe091f30fb124e', '63331d397fcd1720fc73cd49', '63331d3a6ebe09b657fb124f', '63331d3c7fcd1754cf73cd4a', '63331d3d6ebe09e6cefb1250']",cosine_sim,ibmq_ehningen,linear_alternating,hn,5,1,13,50,1000,"[18, 209, 287]","[4, 123, 97]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
02fb212b-deb7-4ac4-ba27-f5640a1e0b01,['55edbc79-28f6-489a-85ed-882e0ebbf96e'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.5709613124760194,0.7463036786413222,-0.9710155791328147,-0.9604698144513028,-0.9182867557252549,-0.8655579323176951,0.767204112823068,0.9774337789719021,0.9903915383355664,0.9948635465545274,0.9950034727152293,0.9951154136437907,0.9951433988759312
5a374b2e-d836-4b6d-8cd2-1738e4a8969f,['0c279f1a-a895-4563-af2a-0f3d3c5230fd'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9987506064034646,0.0007198163195768286,0.9974663349098861,0.9975106673534314,0.9976879971276126,0.997909659345339,0.9982702126220883,0.9987353990656199,0.9993785361629477,0.9995807531513945,0.9996952071226214,0.999786770299603,0.9998096610938484
2380bab9-e007-474d-b696-79f617e50a68,"['63331d227fcd17385073cd47', '63331d276ebe090030fb124b', '63331d29c59fb12504b07bd0', '63331d2b6ebe094f30fb124c', '63331d2fc59fb1f387b07bd1', '63331d316ebe09c17ffb124d', '63331d337fcd17126c73cd48', '63331d356ebe091f30fb124e', '63331d397fcd1720fc73cd49', '63331d3a6ebe09b657fb124f', '63331d3c7fcd1754cf73cd4a', '63331d3d6ebe09e6cefb1250']",cosine_sim,ibmq_ehningen,linear_alternating,hn,5,1,13,50,1000,"[18, 209, 287]","[4, 123, 97]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
02fb212b-deb7-4ac4-ba27-f5640a1e0b01,['55edbc79-28f6-489a-85ed-882e0ebbf96e'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.5709613124760194,0.7463036786413222,-0.9710155791328147,-0.9604698144513028,-0.9182867557252549,-0.8655579323176951,0.767204112823068,0.9774337789719021,0.9903915383355664,0.9948635465545274,0.9950034727152293,0.9951154136437907,0.9951433988759312
5a374b2e-d836-4b6d-8cd2-1738e4a8969f,['0c279f1a-a895-4563-af2a-0f3d3c5230fd'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9987506064034646,0.0007198163195768286,0.9974663349098861,0.9975106673534314,0.9976879971276126,0.997909659345339,0.9982702126220883,0.9987353990656199,0.9993785361629477,0.9995807531513945,0.9996952071226214,0.999786770299603,0.9998096610938484
2380bab9-e007-474d-b696-79f617e50a68,"['63331d227fcd17385073cd47', '63331d276ebe090030fb124b', '63331d29c59fb12504b07bd0', '63331d2b6ebe094f30fb124c', '63331d2fc59fb1f387b07bd1', '63331d316ebe09c17ffb124d', '63331d337fcd17126c73cd48', '63331d356ebe091f30fb124e', '63331d397fcd1720fc73cd49', '63331d3a6ebe09b657fb124f', '63331d3c7fcd1754cf73cd4a', '63331d3d6ebe09e6cefb1250']",cosine_sim,ibmq_ehningen,linear_alternating,hn,5,1,13,50,1000,"[18, 209, 287]","[4, 123, 97]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
02fb212b-deb7-4ac4-ba27-f5640a1e0b01,['55edbc79-28f6-489a-85ed-882e0ebbf96e'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.5709613124760194,0.7463036786413222,-0.9710155791328147,-0.9604698144513028,-0.9182867557252549,-0.8655579323176951,0.767204112823068,0.9774337789719021,0.9903915383355664,0.9948635465545274,0.9950034727152293,0.9951154136437907,0.9951433988759312
5a374b2e-d836-4b6d-8cd2-1738e4a8969f,['0c279f1a-a895-4563-af2a-0f3d3c5230fd'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9987506064034646,0.0007198163195768286,0.9974663349098861,0.9975106673534314,0.9976879971276126,0.997909659345339,0.9982702126220883,0.9987353990656199,0.9993785361629477,0.9995807531513945,0.9996952071226214,0.999786770299603,0.9998096610938484
2380bab9-e007-474d-b696-79f617e50a68,"['63331d227fcd17385073cd47', '63331d276ebe090030fb124b', '63331d29c59fb12504b07bd0', '63331d2b6ebe094f30fb124c', '63331d2fc59fb1f387b07bd1', '63331d316ebe09c17ffb124d', '63331d337fcd17126c73cd48', '63331d356ebe091f30fb124e', '63331d397fcd1720fc73cd49', '63331d3a6ebe09b657fb124f', '63331d3c7fcd1754cf73cd4a', '63331d3d6ebe09e6cefb1250']",cosine_sim,ibmq_ehningen,linear_alternating,hn,5,1,13,50,1000,"[18, 209, 287]","[4, 123, 97]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
02fb212b-deb7-4ac4-ba27-f5640a1e0b01,['55edbc79-28f6-489a-85ed-882e0ebbf96e'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.5709613124760194,0.7463036786413222,-0.9710155791328147,-0.9604698144513028,-0.9182867557252549,-0.8655579323176951,0.767204112823068,0.9774337789719021,0.9903915383355664,0.9948635465545274,0.9950034727152293,0.9951154136437907,0.9951433988759312
5a374b2e-d836-4b6d-8cd2-1738e4a8969f,['0c279f1a-a895-4563-af2a-0f3d3c5230fd'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9987506064034646,0.0007198163195768286,0.9974663349098861,0.9975106673534314,0.9976879971276126,0.997909659345339,0.9982702126220883,0.9987353990656199,0.9993785361629477,0.9995807531513945,0.9996952071226214,0.999786770299603,0.9998096610938484
2380bab9-e007-474d-b696-79f617e50a68,"['63331d227fcd17385073cd47', '63331d276ebe090030fb124b', '63331d29c59fb12504b07bd0', '63331d2b6ebe094f30fb124c', '63331d2fc59fb1f387b07bd1', '63331d316ebe09c17ffb124d', '63331d337fcd17126c73cd48', '63331d356ebe091f30fb124e', '63331d397fcd1720fc73cd49', '63331d3a6ebe09b657fb124f', '63331d3c7fcd1754cf73cd4a', '63331d3d6ebe09e6cefb1250']",cosine_sim,ibmq_ehningen,linear_alternating,hn,5,1,13,50,1000,"[18, 209, 287]","[4, 123, 97]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
02fb212b-deb7-4ac4-ba27-f5640a1e0b01,['55edbc79-28f6-489a-85ed-882e0ebbf96e'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.5709613124760194,0.7463036786413222,-0.9710155791328147,-0.9604698144513028,-0.9182867557252549,-0.8655579323176951,0.767204112823068,0.9774337789719021,0.9903915383355664,0.9948635465545274,0.9950034727152293,0.9951154136437907,0.9951433988759312
5a374b2e-d836-4b6d-8cd2-1738e4a8969f,['0c279f1a-a895-4563-af2a-0f3d3c5230fd'],cosine_sim,aer_simulator,linear_alternating,hn,5,1,13,10,1000,"[5, 12, 77]","[0, 1, 26]",Sato21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9987506064034646,0.0007198163195768286,0.9974663349098861,0.9975106673534314,0.9976879971276126,0.997909659345339,0.9982702126220883,0.9987353990656199,0.9993785361629477,0.9995807531513945,0.9996952071226214,0.999786770299603,0.9998096610938484
2380bab9-e007-474d-b696-79f617e50a68,"['63331d227fcd17385073cd47', '63331d276ebe090030fb124b', '63331d29c59fb12504b07bd0', '63331d2b6ebe094f30fb124c', '63331d2fc59fb1f387b07bd1', '63331d316ebe09c17ffb124d', '63331d337fcd17126c73cd48', '63331d356ebe091f30fb124e', '63331d397fcd1720fc73cd49', '63331d3a6ebe09b657fb124f', '63331d3c7fcd1754cf73cd4a', '63331d3d6ebe09e6cefb1250']",cosine_sim,ibmq_ehningen,linear_alternating,hn,5,1,13,50,1000,"[18, 209, 287]","[4, 123, 97]",Sato21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
c5b73385-1117-4e4f-8b7d-b40d2dafe664,['b6dab75f-eb1e-4150-9046-67d22c6d8738'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,10,10,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
20301366-e85b-4cff-b913-dc5104fcf07f,['66230eae-2bad-4f3b-bdb1-bce2510431fd'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,10,10,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.8201753005180858,0.12298322144156588,0.5887882903140905,0.5993342427217797,0.6415180523525367,0.6942478143909828,0.7267932539607191,0.8428221809654819,0.9055041553410059,0.9819002410423819,0.9871563747046199,0.9913612816344103,0.9924125083668579
c5b73385-1117-4e4f-8b7d-b40d2dafe664,['b6dab75f-eb1e-4150-9046-67d22c6d8738'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,10,10,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
20301366-e85b-4cff-b913-dc5104fcf07f,['66230eae-2bad-4f3b-bdb1-bce2510431fd'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,10,10,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.8201753005180858,0.12298322144156588,0.5887882903140905,0.5993342427217797,0.6415180523525367,0.6942478143909828,0.7267932539607191,0.8428221809654819,0.9055041553410059,0.9819002410423819,0.9871563747046199,0.9913612816344103,0.9924125083668579
09534f3d-f98a-44de-b925-e40763a2f151,['75b5ca36-0302-469b-b658-f3348adf1c85'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,10,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
2df537e4-2240-434c-bd57-6f90c763fc56,['b9a53545-e79f-4693-879c-e6e3010dea7f'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,10,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.8247446554214112,0.09600992844737463,0.485650790578254,0.526115914740017,0.6629336463997597,0.718805294691023,0.7871878088829201,0.8401801713019668,0.8881856352026827,0.923010626082063,0.9564184463443702,0.9872561696863467,0.9955952609822631
97ff139b-adc3-4729-b9e5-9f0ad3641276,['ff0e2b3e-1eab-4c53-b9a9-f9702e076fb0'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,100,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
bec3c224-1845-4d01-8675-24c77adb57a5,['8aa29918-b384-4f56-90fe-482ca8bbcfeb'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,100,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9774563311693488,0.014914423321077301,0.9250858123612282,0.9286916041168394,0.9581575564077751,0.960297861626515,0.9697504749905723,0.9799540961914175,0.9883710861987263,0.993105212243335,0.9952405895111246,0.9979907911138461,0.9991683620375226
0f31760a-abe2-4392-9a9b-1eda57a9572d,['a51bec39-11f1-4146-bcb8-a03758876868'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,1000,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
1bb15710-348d-4802-a247-f95210197269,['7f7a4817-b184-48a2-8d55-15dc258d0f7b'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,1000,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9976853245324458,0.0018359965102399294,0.9882586251544546,0.9909901955857692,0.9947733485894433,0.9962484280888025,0.9971760793038136,0.9980476883923471,0.9986927690805313,0.9991563061171735,0.9993927435687788,0.9999128151381104,0.9999519349563586
70cdce2e-c43b-444c-b173-15d6406a71f6,['e0812116-316c-4114-ad9b-0d4bb26d1603'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,10000,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.948152550393744,0.27794338663114543,-0.9791908204802334,-0.12807911323209187,0.9047630396342988,0.9652958036105312,0.9944640345886271,0.9986120613046817,0.9991533277174096,0.9996027042357151,0.9996841398374376,0.9997370718546214,0.9997602023895181
3fb58f06-cf3e-459d-b3ee-490702809a63,['f13a486f-ee49-4f56-b1f6-27e84246da78'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,10000,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9997623782968214,0.0001884934331923805,0.9990914934421263,0.9992004395033509,0.999384489553693,0.9994928153871951,0.9996851935084804,0.9998297628196401,0.9998841902899107,0.9999417629846761,0.9999596708486793,0.9999754008684477,0.9999842238368227
015e98ed-2426-4656-b1ad-fb566462676b,['b7f109cc-87f9-4e4b-8b19-cfd127038856'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,100000,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.918750477907905,0.3908035745585166,-0.9979056312523872,-0.995679544626133,0.977051551752083,0.9961666672482112,0.9995303403489653,0.9998208864239693,0.9999267190380727,0.9999598845427297,0.9999636786461281,0.9999706586395236,0.9999729177680785
934a3fad-d9df-4af2-bccb-e6d0c868bd89,['ecf74a37-e0b8-4ae1-a6f4-7b7dfe721f06'],cosine_sim,aer_simulator,linear_alternating,hnx,5,1,13,50,100000,"[5, 9, 10, 11, 12, 78]","[0, 2, 3, 4, 5, 27]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9999746957803045,1.7960378501939143e-05,0.9999200028356492,0.999920139480836,0.9999378410058583,0.9999543549000056,0.999967387184373,0.9999776222778065,0.9999868460153845,0.9999942178233219,0.9999962278428921,0.9999983927774841,0.999998929827729
772002fe-3f9f-4043-8cd3-775ae15ec801,['20312530-d5f2-4e70-b76a-2748ea519bbf'],cosine_sim,aer_simulator,linear_alternating,hnx,5,3,29,50,10,"[13, 17, 18, 19, 20, 174]","[0, 2, 3, 4, 5, 59]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
a7932683-fddc-4fc1-95be-11d271e5ca21,['a981b4b3-442f-490f-865e-22bc7a365e85'],cosine_sim,aer_simulator,linear_alternating,hnx,5,3,29,50,10,"[13, 17, 18, 19, 20, 174]","[0, 2, 3, 4, 5, 59]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.7192613092939969,0.26932763096264883,-0.9996116684269268,-0.26515890416247023,0.5456408410966427,0.5825160216053881,0.6669531822330971,0.7592907701907579,0.8370945759650957,0.8792949909395914,0.9303201337336217,0.9434613270880361,0.94540402887983
71066671-b911-4a1f-8254-cd9cab6a6069,['b1d73484-1a1b-42f4-a5a3-1beacf3676e5'],cosine_sim,aer_simulator,linear_alternating,hnx,5,3,29,50,100,"[13, 17, 18, 19, 20, 174]","[0, 2, 3, 4, 5, 59]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,,,,,,,,,,,,,
5005a12b-4a75-4f08-9463-7d16e2bc1b0b,['13387748-bdda-4524-b8cb-e7e2444bb1a7'],cosine_sim,aer_simulator,linear_alternating,hnx,5,3,29,50,100,"[13, 17, 18, 19, 20, 174]","[0, 2, 3, 4, 5, 59]",SatoLiu21,HTest,Sato21_Nonnorm,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9631199308893486,0.022783193057895158,0.9128506986295664,0.9131061707319669,0.9139549848296201,0.9318935340457434,0.9499654048958155,0.9671815517254215,0.979567968285049,0.9901194960210696,0.9936887973246015,0.9975399435950192,0.9999358499741975
008ec373-b2a4-49da-a7b6-7afbb0880aec,['74e73a82-e265-441d-a175-8fb110e7750a'],cosine_sim,aer_simulator,linear_alternating,hnx,5,3,29,50,1000,"[13, 17, 18, 19, 20, 174]","[0, 2, 3, 4, 5, 59]",SatoLiu21,HTest,Sato21_Innerp,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,0.9393563534947922,0.27707697411651516,-0.9878129767716544,-0.10638455434295169,0.9035474614497199,0.9697298670889563,0.9765301016980421,0.9869712480968844,0.9915849903116034,0.9933891408106073,0.9945845044705494,0.9955023903457316,0.9958550958485729
