exp_id,job_id,job_time,backend,shots,archt,qubits,layers,operator,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
4fb575bc-71aa-407f-bf9b-debd83492190,['5b192fab-6b6c-4eca-84ff-82de4ebdd516'],"09/07/2022, 17:12:23",simulator,1000,linear,5,1,Paulis,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
30cfc81b-a2c8-45e3-88ab-009861cac21a,['4f212fdd-c96f-496c-b458-66fb338123d2'],"09/07/2022, 17:33:48",simulator,1000,linear,5,1,Sato21,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4afac88b-c7c7-4dd0-b1b2-1971ef8bebab,['ef4e8b91-be94-4e76-a8cc-0e6cfd2769bf'],"09/07/2022, 17:34:01",simulator,1000,linear,5,1,SatoLiu21,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9257207d-3b84-49f6-92c8-8a8d92fcee26,['c0ce2f77-39cd-4a31-908e-5cb78863edec'],"09/07/2022, 17:34:12",simulator,1000,linear,5,1,SatoLiu21_efficient,50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
73bc23a0-ec07-40f6-92ed-ac374a48d7c6,['62c9a17e1c9300c5ad09ef87'],"09/07/2022, 17:40:46",ibmq_ehningen,1000,linear,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
07bbccb4-fdf4-4e40-8a07-91cd036a657d,['62c9a1b06c2b5004ddc60301'],"09/07/2022, 17:41:36",ibmq_ehningen,1000,linear,5,1,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c293edfc-e6bc-4008-b71b-ee1c84316be3,['62c9a1cc800aadb4174ceba7'],"09/07/2022, 17:42:04",ibmq_ehningen,1000,linear,5,1,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e86d1948-0aaf-483f-b069-c95da4f92fc2,['62c9a1e4800aadbd274ceba8'],"09/07/2022, 17:42:28",ibmq_ehningen,1000,linear,5,1,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
37fad0d6-37a7-48c3-a616-af1639405f83,['62c9a780800aad4ec04cebad'],"09/07/2022, 18:06:24",ibmq_ehningen,1000,linear,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c63b651e-9ef2-492d-aeee-c5f7c695fffa,['62c9a7ae800aad65ab4cebae'],"09/07/2022, 18:07:10",ibmq_ehningen,1000,linear,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c9e9eee7-891f-4ed6-9ce1-1ae5a86f6ffa,['62c9a7df6c2b506fc5c60303'],"09/07/2022, 18:07:59",ibmq_ehningen,1000,linear,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c8f6fac6-74fd-432c-a8f3-2ca0ff6517aa,['62c9a812800aad09d84cebaf'],"09/07/2022, 18:08:50",ibmq_ehningen,1000,linear,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
bb08cb49-85a4-4e01-944a-cab14544011e,['62c9a8486c2b5005b4c60304'],"09/07/2022, 18:09:44",ibmq_ehningen,1000,linear,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7e05f887-0aca-444e-96f0-eab1be1af64e,['62c9a8821c93000cbc09ef8d'],"09/07/2022, 18:10:42",ibmq_ehningen,1000,linear,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
aa44f930-3e50-4ee5-bcc1-7b4db316c034,['62c9a8941c9300e3b709ef8e'],"09/07/2022, 18:11:00",ibmq_ehningen,1000,linear,5,0,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8fa04e49-18f1-41be-8242-2de5e5e8f0d9,['62c9a8a2fdb4a8ad0342b124'],"09/07/2022, 18:11:14",ibmq_ehningen,1000,linear,5,2,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cfa3194a-b2b4-4a58-81c3-86425a1f4e68,['62c9a8b1fdb4a8631742b125'],"09/07/2022, 18:11:29",ibmq_ehningen,1000,linear,5,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
31b0e1ad-eef7-4aa1-a9fa-585de33f08e6,['62c9a8bf1c9300ffc509ef8f'],"09/07/2022, 18:11:43",ibmq_ehningen,1000,linear,5,4,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e263cef1-6b2e-4765-b245-96bb9724fa8a,['62c9a8ce6c2b5015b2c60305'],"09/07/2022, 18:11:58",ibmq_ehningen,1000,linear,5,5,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6f96c72c-9f17-4b7d-b286-c9694189cc91,['62c9a8de800aadae384cebb0'],"09/07/2022, 18:12:14",ibmq_ehningen,1000,linear,5,6,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9d1cafe0-7206-4bf5-90df-fb3999f9b305,['62c9a8f31c9300b87f09ef90'],"09/07/2022, 18:12:35",ibmq_ehningen,1000,linear,5,0,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d9ed4cc3-8262-4b14-98c1-e57454fd0738,['62c9a907800aadf1424cebb1'],"09/07/2022, 18:12:55",ibmq_ehningen,1000,linear,5,2,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
27e04f67-46a9-422d-be57-fc97635007db,['62c9a91a1c9300d3ed09ef91'],"09/07/2022, 18:13:14",ibmq_ehningen,1000,linear,5,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b695aa86-85e9-423e-bc6d-d806ab48505a,['62c9a92f6c2b503545c60306'],"09/07/2022, 18:13:35",ibmq_ehningen,1000,linear,5,4,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6f9758d8-6320-4f3d-b3e3-b069b60888f4,['62c9a945fdb4a8fa6742b126'],"09/07/2022, 18:13:57",ibmq_ehningen,1000,linear,5,5,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
81bc3272-a5af-4b1a-9d9b-534c81c98298,['62c9a95d6c2b50f49ec60307'],"09/07/2022, 18:14:21",ibmq_ehningen,1000,linear,5,6,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2ab7023c-a236-4fd4-a88c-6728e3353d2b,['62c9a9e7800aad15614cebb2'],"09/07/2022, 18:16:39",ibmq_ehningen,1000,linear,5,0,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
085a2f16-8e6b-4200-86b4-dc3b522864fb,['62c9a9f96c2b500613c60309'],"09/07/2022, 18:16:57",ibmq_ehningen,1000,linear,5,2,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4bb086bf-5ed0-46be-bf57-3bb94ae605bc,['62c9aa0c800aad65944cebb3'],"09/07/2022, 18:17:16",ibmq_ehningen,1000,linear,5,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6467c2ab-8492-4d13-a8e4-998a013e59d6,['62c9aa1f800aad6a0b4cebb4'],"09/07/2022, 18:17:35",ibmq_ehningen,1000,linear,5,4,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
79f76ccc-3b14-420f-b397-d2638f4371b7,['62c9aa32fdb4a835c142b127'],"09/07/2022, 18:17:54",ibmq_ehningen,1000,linear,5,5,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1e0e0535-674b-4601-89d8-a133f68c8115,['62c9aa466c2b504ac1c6030b'],"09/07/2022, 18:18:14",ibmq_ehningen,1000,linear,5,6,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8962e1ff-cc8e-4cf8-8a24-2c355185eb26,['29107102-b98e-416e-ad42-7f3eeea34687'],"09/07/2022, 18:18:34",simulator,1000,linear,5,0,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b71661f5-3831-4180-885e-aac58b31801e,['42cb0d69-2aac-4b2a-9632-c6abfebf6d70'],"09/07/2022, 18:18:37",simulator,1000,linear,5,2,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
43eb5d57-ec03-4dcb-8e2e-8e2d2e3b4c03,['38751d81-a5c9-4064-afe2-cf0d2bd4a14b'],"09/07/2022, 18:18:39",simulator,1000,linear,5,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3b864eb4-0693-4c60-b450-fedddded143e,['eb1b8e1f-77a8-4041-9687-97e4fbc1cbcc'],"09/07/2022, 18:18:42",simulator,1000,linear,5,4,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c65163dd-ee97-4aa3-91b1-7ef19a561624,['9a50c0d9-2b48-4410-a84e-99a16b7486e3'],"09/07/2022, 18:18:44",simulator,1000,linear,5,5,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
65af9085-ae7d-4f49-ae78-c6c8b6f8480f,['33b6f3a0-c438-4f99-8f02-0dea6cce88fe'],"09/07/2022, 18:18:47",simulator,1000,linear,5,6,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ae888ec8-b796-4de7-97a1-affe3f809115,['911aed56-c2f1-44e2-9a34-12ef4b2248aa'],"09/07/2022, 18:18:51",simulator,1000,linear,5,0,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
230c3617-7776-48b7-9fcd-7b27e70a0b32,['11344184-f1d1-439c-993c-6df79ac59b69'],"09/07/2022, 18:18:54",simulator,1000,linear,5,2,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
071af8c3-677e-413d-b452-71c46014ac66,['a19e4001-032b-4007-9725-3a2e76dd33f6'],"09/07/2022, 18:18:57",simulator,1000,linear,5,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cafb1f1a-1088-40d0-b7e7-7daad83002cd,['dbee2f56-93ed-4f80-a672-231468d199ee'],"09/07/2022, 18:19:00",simulator,1000,linear,5,4,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cc865370-8efd-4deb-9304-f2b712897c57,['9f83e8a6-c2f6-47ee-b3af-2ea769941533'],"09/07/2022, 18:19:03",simulator,1000,linear,5,5,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
956f3a28-3e74-4b43-a8f7-c40933699433,['bed33e38-cb5e-47f2-85d1-290ff3eb21df'],"09/07/2022, 18:19:06",simulator,1000,linear,5,6,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d5b6fa4d-d840-4e31-a46b-97d212cba641,['2dcd6b28-5137-4164-b886-6b0c81724c1e'],"09/07/2022, 18:19:10",simulator,1000,linear,5,0,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
191d9758-a67c-4a55-a2e9-b00540f8988a,['ded5e8ea-f6bc-4e3c-aa8d-e68137dc73eb'],"09/07/2022, 18:19:12",simulator,1000,linear,5,2,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
df1c8ed8-959f-4704-97bb-e79bccad6ba9,['50d8aab8-e535-449e-b5c2-72f0f3fbb9f0'],"09/07/2022, 18:19:14",simulator,1000,linear,5,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c4beb2bc-7b12-4f07-b9eb-32d50d4c39ca,['99e7f0d0-2925-4ccc-9944-bb082142a12f'],"09/07/2022, 18:19:17",simulator,1000,linear,5,4,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
bf5685cf-e99f-4019-b966-d9e46b5be44d,['3a20bcbc-9c00-4cab-a258-7b57f58ab153'],"09/07/2022, 18:19:19",simulator,1000,linear,5,5,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9bd52b17-a245-4bde-ac00-c0682c00f40b,['46440aa8-fc3d-4687-9bbf-6c8183aac5d0'],"09/07/2022, 18:19:22",simulator,1000,linear,5,6,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ee8996fc-d200-42c7-90fe-cfdb457febcf,['67d380ec-f151-4c92-8c4e-14e164d7e8c5'],"09/07/2022, 18:19:28",simulator,1000,linear,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
be0de175-2caa-4288-82d1-642d8e62a33c,['3c0ccc97-d5ac-4b74-816a-92f18d660b54'],"09/07/2022, 18:19:32",simulator,1000,linear,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b595f327-2ff5-49bb-bc7a-81acdeb482b5,['0a1a1ee2-e996-4720-85dd-ab1cb77971df'],"09/07/2022, 18:19:36",simulator,1000,linear,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2a78a5fc-654b-442d-a633-4219ef501427,['6953bd31-b717-4845-8a7b-67de49f721e6'],"09/07/2022, 18:19:42",simulator,1000,linear,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6575f6ba-4197-412e-9d3f-47b425ce2402,['3af1afc6-adbb-4d76-b9dc-052640126f50'],"09/07/2022, 18:19:47",simulator,1000,linear,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4dee016e-567d-4e7d-8266-c01585a36cd7,['193248b0-e780-4f78-a93a-bb86bf78b536'],"09/07/2022, 18:19:52",simulator,1000,linear,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
61aa389c-5299-41c3-91bb-62cc089cf228,['bed420cc-57d0-45ef-b545-97f210e5350c'],"09/07/2022, 18:21:02",simulator,1000,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6918dcba-7c9d-4070-80f1-9c49ef1bb6c3,['3a1e7031-25e3-4e12-8111-014e67afc350'],"09/07/2022, 18:21:07",simulator,1000,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
479ad1a7-fd2e-4a0a-a4bf-33a53e1a5add,['1f75259a-2360-4079-8ac3-f247d36173c2'],"09/07/2022, 18:21:11",simulator,1000,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ccf64f2f-b70c-4f34-a373-807dff6e0555,['f8a1743e-ae7a-4036-b7be-53e51604ff32'],"09/07/2022, 18:21:16",simulator,1000,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4ccb69e6-bae7-401e-8e9e-8fcdb8bb92d2,['27e5a903-94d2-41e0-b28f-fdbff0f51761'],"09/07/2022, 18:21:21",simulator,1000,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0dc14e3b-5e94-47cc-b832-c5a3d9c145ea,['4db575d5-d3bd-4dfb-a516-9d075b60e10e'],"09/07/2022, 18:21:25",simulator,1000,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
79d58129-7238-448c-b89b-162f743d49ca,['a2b61c48-3d93-4586-be52-dc19f3c649ee'],"09/07/2022, 18:21:30",simulator,1000,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
80518441-8dff-445f-a68b-27fc53cbe0d1,['62c9ab6a1c9300763c09ef92'],"09/07/2022, 18:23:06",ibmq_ehningen,1000,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8054b603-ea0b-4590-9f6a-37e261861f79,['62c9ab956c2b50cba8c6030c'],"09/07/2022, 18:23:49",ibmq_ehningen,1000,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c654081d-4155-4ad9-b008-fce7e94ebdd9,['62c9abc5800aad5b464cebb5'],"09/07/2022, 18:24:36",ibmq_ehningen,1000,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
85dc4b18-15bf-4d38-8d16-67d84e4db316,['62c9abf86c2b504ed2c6030e'],"09/07/2022, 18:25:28",ibmq_ehningen,1000,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ee47547d-f1b6-4be6-b68c-03a7cd79f9ca,['62c9ac2e6c2b50211cc6030f'],"09/07/2022, 18:26:22",ibmq_ehningen,1000,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
988d50f8-5096-416c-8379-aa45568def91,['62c9ac681c9300827409ef94'],"09/07/2022, 18:27:19",ibmq_ehningen,1000,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ef235c2f-1d7a-4d2b-9c91-2d3fba9d763f,['62c9aca51c9300723309ef95'],"09/07/2022, 18:28:21",ibmq_ehningen,1000,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
bfa05dd2-dc4f-418e-af3a-a63a8b3c747d,['62c9acbf800aad4f0a4cebb6'],"09/07/2022, 18:28:47",ibmq_ehningen,1000,linear_alternating,5,0,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
edcc6abd-5ca5-40a0-87d4-a48db2473572,['62c9accbfdb4a86c4342b12c'],"09/07/2022, 18:28:59",ibmq_ehningen,1000,linear_alternating,5,1,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d3d5a902-be63-4d24-845a-8ec6163362e4,['62c9acd9800aad2b7d4cebb7'],"09/07/2022, 18:29:13",ibmq_ehningen,1000,linear_alternating,5,2,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
05f3ebe2-f5e5-4a94-be95-518ecf3e54de,['62c9ace7800aadaaad4cebb8'],"09/07/2022, 18:29:27",ibmq_ehningen,1000,linear_alternating,5,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f41627e2-b678-493e-b96b-098b1c131bab,['62c9acf7fdb4a8193b42b12d'],"09/07/2022, 18:29:43",ibmq_ehningen,1000,linear_alternating,5,4,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4be7cab4-c756-40bf-b456-4a2906f34887,['62c9ad07fdb4a8768f42b12e'],"09/07/2022, 18:29:59",ibmq_ehningen,1000,linear_alternating,5,5,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
812e18d1-1c74-4b3a-9086-d7c6e1522083,['62c9ad176c2b500953c60310'],"09/07/2022, 18:30:15",ibmq_ehningen,1000,linear_alternating,5,6,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9fe21402-4db1-4799-b07c-02364dead052,['62c9ad2b800aad4e1a4cebb9'],"09/07/2022, 18:30:35",ibmq_ehningen,1000,linear_alternating,5,0,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0f9010e3-ce42-4a0f-a6a0-6382d239c6f9,['62c9ad3c1c93003b6309ef97'],"09/07/2022, 18:30:52",ibmq_ehningen,1000,linear_alternating,5,1,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ada8a956-fc88-48b2-b021-0777f963f713,['62c9ad4f800aad76a34cebba'],"09/07/2022, 18:31:11",ibmq_ehningen,1000,linear_alternating,5,2,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d2bcdad3-830a-47c9-8b00-aaa93d168342,['62c9ad636c2b5013b1c60311'],"09/07/2022, 18:31:31",ibmq_ehningen,1000,linear_alternating,5,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4fc3262f-80d7-4d05-9538-0126b1135dca,['62c9ad7afdb4a86c3542b130'],"09/07/2022, 18:31:54",ibmq_ehningen,1000,linear_alternating,5,4,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6dd90300-7515-4d6f-89dc-ded3d694509f,['62c9ad926c2b50eee1c60312'],"09/07/2022, 18:32:18",ibmq_ehningen,1000,linear_alternating,5,5,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
12ef84a8-2e1f-47b8-95a1-458f405c77b5,['62c9adab1c9300fab409ef98'],"09/07/2022, 18:32:43",ibmq_ehningen,1000,linear_alternating,5,6,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
63bcd8a8-9179-4e1c-97d8-f9fd8f5e1611,['62c9adce800aadd8694cebbb'],"09/07/2022, 18:33:18",ibmq_ehningen,1000,linear_alternating,5,0,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c9fb472b-eef7-4e05-ac45-3c3d24b8225a,['62c9ade1800aadd76d4cebbc'],"09/07/2022, 18:33:37",ibmq_ehningen,1000,linear_alternating,5,1,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
20a5ce31-aa12-46e4-9e0c-cf7cd8360432,['62c9adf3fdb4a8ca7042b131'],"09/07/2022, 18:33:55",ibmq_ehningen,1000,linear_alternating,5,2,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cde70979-730f-44a9-8596-f72eabecf3bf,['62c9ae06800aad957e4cebbd'],"09/07/2022, 18:34:14",ibmq_ehningen,1000,linear_alternating,5,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a6e009c4-d33c-47cd-be15-9063ed6052cf,['62c9ae19fdb4a80c8642b132'],"09/07/2022, 18:34:33",ibmq_ehningen,1000,linear_alternating,5,4,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6af60b09-6391-45da-ae37-707c0b3a8116,['62c9ae2d1c9300ab0509ef99'],"09/07/2022, 18:34:53",ibmq_ehningen,1000,linear_alternating,5,5,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5fce72ad-86d7-4bba-8d7f-78cdca6f6f2c,['62c9ae416c2b503dccc60313'],"09/07/2022, 18:35:13",ibmq_ehningen,1000,linear_alternating,5,6,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c262016b-8c63-4a84-b14b-ce516b060203,['1d20ec30-4160-41c2-89cd-438e656f74d5'],"09/07/2022, 18:37:46",simulator,1000,linear_alternating,2,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8516a6cd-1aa9-4f17-a2dd-8cbfe544f555,['d0883bde-7330-43ca-8cb0-696a3c8fceca'],"09/07/2022, 18:37:49",simulator,1000,linear_alternating,3,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f0a3d696-379e-4b01-948f-7b7771d961e2,['a295ec8a-6bc6-4eac-8896-f444cbe24d80'],"09/07/2022, 18:37:52",simulator,1000,linear_alternating,4,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4492b5fe-c745-456b-89d3-a94df72181e9,['2a611c4c-379f-43f7-be37-b6d80e65d080'],"09/07/2022, 18:38:13",simulator,1000,linear_alternating,7,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5742df6f-0556-416b-a1a0-25f529e5ad75,['62c9d77efdb4a80a5d42b155'],"09/07/2022, 21:31:10",ibmq_ehningen,1000,linear_alternating,2,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
712ed717-1242-4099-b204-abd72c9b68b1,['62c9d790800aad47104cebd0'],"09/07/2022, 21:31:28",ibmq_ehningen,1000,linear_alternating,3,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
6ec67625-0b92-494f-a52e-145f1d7ef7c3,['62c9d7b01c93003c5109efba'],"09/07/2022, 21:32:00",ibmq_ehningen,1000,linear_alternating,4,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a7ba4c0e-4fac-44dd-bedb-55f5a444bdef,['de9e9f8a-092e-4db9-a8f1-d3baf0c8d05f'],"09/07/2022, 21:40:14",simulator,1000,linear_alternating,2,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
