exp_id,job_id,job_time,backend,shots,archt,qubits,layers,operator,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
e3a2f91a-c73f-42d3-a2f3-a60779523b71,['d67e6885-8bf3-41cd-a76a-26333347acf6'],"09/07/2022, 21:40:17",simulator,1000,linear_alternating,3,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4e568a95-1c0e-4ce3-8d73-a6f03bfc5a1f,['539fbb62-de90-4112-b9b3-76c68a811d3c'],"09/07/2022, 21:40:19",simulator,1000,linear_alternating,4,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b45e8411-520b-453a-9ad1-eb14ae876daa,['174468e9-ba55-4dd0-9925-ae5d4457b9e2'],"09/07/2022, 21:40:21",simulator,1000,linear_alternating,7,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c8bd29c9-8874-485d-a2cd-18dc0137b9e9,['cd733378-f1f7-4ed7-879c-0a35acdf195c'],"09/07/2022, 21:40:24",simulator,1000,linear_alternating,10,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8bca5c1b-4360-43f4-bcb0-245af70ea961,['62c9d9be800aad0c744cebd2'],"09/07/2022, 21:40:46",ibmq_ehningen,1000,linear_alternating,2,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
5eda104f-60ca-4aa8-9a86-8325eee930cd,['62c9d9c8800aad15504cebd3'],"09/07/2022, 21:40:56",ibmq_ehningen,1000,linear_alternating,3,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d1e92995-1df0-4c83-b465-316e5beb29a2,['62c9d9d31c93008c4009efbc'],"09/07/2022, 21:41:07",ibmq_ehningen,1000,linear_alternating,4,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
927f50d1-e698-499b-ba3f-32478f7a2638,['62c9d9ed1c9300ff9109efbe'],"09/07/2022, 21:41:33",ibmq_ehningen,1000,linear_alternating,7,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
076413ea-be58-46d9-b14b-4da2d8b1a798,['62c9da9c1c930062f409efbf'],"09/07/2022, 21:44:28",ibmq_ehningen,1000,linear_alternating,10,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
61300355-b57d-409e-8633-6a2160c64882,['fdbbe444-991f-4e98-91f0-a4d8820a95b6'],"09/07/2022, 21:57:46",simulator,1000,linear_alternating,2,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7056a31c-4c12-46ff-bfb9-a73095432c06,['74894ffb-f636-4ce4-8757-44137258aaf1'],"09/07/2022, 21:57:49",simulator,1000,linear_alternating,3,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9e216c0e-494a-48dc-bd2f-30822ca97fab,['8ef77e38-9ce9-4ab6-8885-6fef2255ce98'],"09/07/2022, 21:57:52",simulator,1000,linear_alternating,4,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4f0b4881-7d61-40ec-a3c0-f053b2d2a9a7,['2873ae88-7ad8-41e4-8eec-ef871d6ab76e'],"09/07/2022, 21:57:55",simulator,1000,linear_alternating,7,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8df5c1c6-305c-4902-9b43-53e9adbe0e40,['7cdf2f07-5143-4859-bcc1-df71597a9e37'],"09/07/2022, 21:58:01",simulator,1000,linear_alternating,10,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
de98bfc2-ec62-40b8-b496-85336bb4d5ef,['62c9dde0800aad22204cebd5'],"09/07/2022, 21:58:24",ibmq_ehningen,1000,linear_alternating,2,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7ba1bd7b-f0c2-47cb-bf26-790ba4e2c873,['62c9dded6c2b503079c6032f'],"09/07/2022, 21:58:37",ibmq_ehningen,1000,linear_alternating,3,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
14deed96-1e8e-411e-8e2b-e57da3c8baa3,['62c9ddfe6c2b502578c60330'],"09/07/2022, 21:58:54",ibmq_ehningen,1000,linear_alternating,4,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7a498792-4760-4149-b78e-eb4b8814e917,['62c9de1d1c930084b109efc2'],"09/07/2022, 21:59:25",ibmq_ehningen,1000,linear_alternating,7,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
47bed47e-abb3-42c9-aba6-1022b682c9c5,['62c9de531c9300867609efc3'],"09/07/2022, 22:00:19",ibmq_ehningen,1000,linear_alternating,10,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
509dd650-acdf-49fd-99e7-7ae8172acf93,['68b7e3dd-149f-48b2-8de5-cbc24ee0ee80'],"09/07/2022, 22:00:32",simulator,1000,linear_alternating,2,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
db0e5944-4a31-4aac-b651-533eedeff9b6,['e16e1111-d27c-41f8-a2b1-2e2254379032'],"09/07/2022, 22:00:35",simulator,1000,linear_alternating,3,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
45fb9805-83fa-4ebd-a117-be2fa0c6d5c7,['7cb8281b-0473-4d7e-a4f4-67d933448ed2'],"09/07/2022, 22:00:37",simulator,1000,linear_alternating,4,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
381fba4d-e84a-458f-b423-af0adc63d3b9,['1946a2cd-6e64-465b-99e3-1f3b94d08a1c'],"09/07/2022, 22:00:42",simulator,1000,linear_alternating,7,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d2baaa94-93fd-4469-9341-6c382bd96330,['cc8989ff-1faa-4179-a0bb-0e0a2a8c0a3b'],"09/07/2022, 22:01:04",simulator,1000,linear_alternating,10,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1cd7407c-6c3b-48d0-b375-c4b679596533,['62c9de98800aad12994cebd6'],"09/07/2022, 22:01:28",ibmq_ehningen,1000,linear_alternating,2,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
79dfe4ee-4af2-47fc-b6bb-af684c2d9daa,['62c9dea2fdb4a8ad7b42b159'],"09/07/2022, 22:01:38",ibmq_ehningen,1000,linear_alternating,3,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7bbe684c-7d70-422e-a402-af30c50e12e2,['62c9deaf6c2b504ae0c60331'],"09/07/2022, 22:01:51",ibmq_ehningen,1000,linear_alternating,4,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0c3df442-b789-496f-866b-001ab4490165,['62c9def4fdb4a8694a42b15a'],"09/07/2022, 22:03:00",ibmq_ehningen,1000,linear_alternating,7,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a9eded8c-3f72-4d0c-94f6-2d870048639f,['62c9e35bfdb4a8846f42b15e'],"09/07/2022, 22:21:47",ibmq_ehningen,1000,linear_alternating,10,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
eecfab56-20e7-4551-aa32-0329efaf830a,['5c91d758-8418-4ffe-abef-cd8c89fe74e6'],"10/07/2022, 21:03:42",simulator,10,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c5753040-1323-4c8e-ab85-5023d4bd353d,['df25b5b8-5a7a-47f2-9a4f-4387b2c181a1'],"10/07/2022, 21:03:45",simulator,10,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
95c827dd-bd58-44fe-bb02-a18cd3fcd6c2,['1b661766-f213-4c47-b79e-14073f79868f'],"10/07/2022, 21:03:49",simulator,10,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
36704e40-ff89-43cb-b3dc-625b7384bc13,['6d7f39db-5f0d-4f67-9b6b-d667fdedad28'],"10/07/2022, 21:03:53",simulator,10,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e0397c44-8247-4742-8c1d-0643944e5eff,['2d8d037d-1722-4518-9cc7-8eb9984eb853'],"10/07/2022, 21:03:57",simulator,10,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cb82f491-5c4e-4d60-9173-e9e8ddd770cb,['10293f7e-9973-445f-96ed-3ba4dc5ffdba'],"10/07/2022, 21:04:01",simulator,10,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a6b9d635-2557-43df-afcc-61e3a4d1f9c7,['bd6891a1-459c-4370-8fcd-7df0f30d30e4'],"10/07/2022, 21:04:05",simulator,10,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4716edba-5cec-4209-9cd3-5b127c2a0822,['62cb22de800aadd62c4ced88'],"10/07/2022, 21:05:01",ibmq_ehningen,10,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
61521ec9-487c-42fd-833c-01c7738d3a34,['224d8aa2-8cac-4df3-a155-4a2f8a93c759'],"10/07/2022, 21:05:00",simulator,100,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c6644141-9b88-4542-8746-19c2e3cc1e8c,['642acb75-76c6-45cc-a726-9ff3773fb5c0'],"10/07/2022, 21:05:05",simulator,100,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
94c971bf-eae8-4937-8bd2-80fb7c7bac83,['631208e2-18f0-4996-b2bd-7487c36b6728'],"10/07/2022, 21:05:09",simulator,100,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d6f07ad6-e131-4d55-839c-fe87057b2c29,['9091006b-1494-4ba4-84f1-e4d6675995d4'],"10/07/2022, 21:05:13",simulator,100,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4b77bc11-ac3f-4601-9f59-0701db9215be,['70b9a7a9-f039-459a-83d2-885139dd3c12'],"10/07/2022, 21:05:19",simulator,100,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
abb2a357-b934-493e-9746-716400e70a3e,['e980f323-b66a-49ea-bde8-8707f6ef4f3d'],"10/07/2022, 21:05:24",simulator,100,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a692a3b9-7319-412b-8c2d-0f61f0d46de1,['aa629408-f1b6-4cad-b576-318367edb81c'],"10/07/2022, 21:05:29",simulator,100,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
869550a0-c4a2-4c7c-94c5-6a34fa927ee3,['62cb23101c9300156309f18a'],"10/07/2022, 21:05:52",ibmq_ehningen,10,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2440a0b8-ce6a-4931-811e-88699712af11,['62cb2348800aad68b74ced89'],"10/07/2022, 21:06:48",ibmq_ehningen,100,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a0a539f4-bc06-4549-a505-fee50b4aea11,['62cb23571c930082cc09f18b'],"10/07/2022, 21:07:03",ibmq_ehningen,10,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f8ba939e-d1dd-4769-bd3e-e04fda7d6cb9,['62cb238b1c93004b3009f18c'],"10/07/2022, 21:07:55",ibmq_ehningen,100,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cd89abe6-f469-41f8-a6f0-f0b6f24f2ccb,['62cb23a4800aad7d854ced8b'],"10/07/2022, 21:08:20",ibmq_ehningen,10,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7a0c7f5a-e7eb-4515-ab59-0210e26b38bf,['62cb23d3fdb4a8322942b33f'],"10/07/2022, 21:09:07",ibmq_ehningen,100,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1d370d8c-5dd8-4837-8ed4-e43c83792381,['62cb23fa800aad93a54ced8c'],"10/07/2022, 21:09:46",ibmq_ehningen,10,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1089a45b-7630-4fd4-aba0-feb6c39c01e2,['62cb2422800aad79e24ced8d'],"10/07/2022, 21:10:26",ibmq_ehningen,100,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
52637351-3175-44fb-bb80-9ae63d4d6701,['62cb24521c9300e80109f18e'],"10/07/2022, 21:11:14",ibmq_ehningen,10,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3ac2a636-4427-413a-9347-27fd7b0ca7b0,['62cb24766c2b5098fcc604dc'],"10/07/2022, 21:11:50",ibmq_ehningen,100,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e191470f-ea9f-4318-91f4-575f3fa5808a,['62cb24b16c2b50c7a6c604dd'],"10/07/2022, 21:12:49",ibmq_ehningen,10,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a2547f45-a2c7-475b-b5be-4578228b2420,['62cb24c6800aada50f4ced8e'],"10/07/2022, 21:13:10",ibmq_ehningen,100,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
812d6312-a903-4e5f-a977-24388f5ee629,['62cb25021c93009b0109f18f'],"10/07/2022, 21:14:10",ibmq_ehningen,100,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8cb433f4-7357-4796-97f2-34902c2d217f,['be0eff07-2833-4e46-a1a4-ce25140b0332'],"10/07/2022, 21:14:26",simulator,10000,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
a1a94734-8f34-4648-b715-cfb9872c978d,['87ae500a-a305-4d8b-8f19-101967eceecd'],"10/07/2022, 21:14:39",simulator,10000,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c5615e11-2a47-444d-b719-951a2f50de2b,['a6a88aa7-3103-413a-8749-f8cc15966c18'],"10/07/2022, 21:14:52",simulator,10000,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
124dc2c5-0f0a-47e2-a713-2f77d34171b9,['dfa7e9fa-91a5-4030-ab24-84cdde8a5818'],"10/07/2022, 21:15:06",simulator,10000,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9ae0b291-b914-4f27-ad74-66a1ffd604fc,['f516f22b-9830-458d-b324-3c83cdb22dac'],"10/07/2022, 21:15:20",simulator,10000,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4045f8b5-6e93-4c83-be72-c0921d0ae733,['468b7a03-299b-4eff-a4da-2f77788f344c'],"10/07/2022, 21:15:34",simulator,10000,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9e475d1c-c7e1-4ebf-bfb4-175ad7ebc053,['9897a06c-d0b2-47b2-b600-a3bcca7ae096'],"10/07/2022, 21:15:38",simulator,10000,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b835fb13-7444-4085-88d2-93fd9bd89226,['579a05be-4133-4276-8788-11a0605d23bf'],"10/07/2022, 21:16:11",simulator,100000,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
3ada099f-cf07-4fe4-a6e1-9dba6d66325b,['62cb25a21c93001a1f09f190'],"10/07/2022, 21:16:50",ibmq_ehningen,10000,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d59bfdf1-cf6c-4ce1-a1cb-2dc85216f56e,['62cb25d3800aad1d734ced90'],"10/07/2022, 21:17:39",ibmq_ehningen,10000,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ff46e300-d304-46c4-b77a-5b876fb5ef19,['61665648-136e-45f8-93f0-d5300fb3bbc0'],"10/07/2022, 21:16:15",simulator,100000,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
e98fd67f-8c53-4017-9dc6-dfa78a1c2c0c,['62cb2609800aad3d394ced91'],"10/07/2022, 21:18:33",ibmq_ehningen,10000,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
b8df3dfc-b07e-4c60-8dc3-4d8fac8ddbf6,['62cb26446c2b50de83c604df'],"10/07/2022, 21:19:32",ibmq_ehningen,10000,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
407e5600-a684-49cd-b4af-38b26dd30331,['1f29fa92-79d9-4f76-95b8-89cd6f9216b4'],"10/07/2022, 21:18:02",simulator,100000,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
fdc647bc-c9b1-4296-b5a1-339cf6253908,['62cb2682fdb4a8939042b342'],"10/07/2022, 21:20:34",ibmq_ehningen,10000,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d67ad2df-3e78-49d3-8c56-e54ac40eb79a,['62cb26c61c9300d39909f191'],"10/07/2022, 21:21:41",ibmq_ehningen,10000,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c4506710-955e-498b-9f66-a63fbdd09f12,['2bc13f05-5dd1-4af5-bb6e-b9a43e55779e'],"10/07/2022, 21:19:50",simulator,100000,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c9aff8cf-dc1e-4760-8612-ece4b96bd31d,['62cb270bfdb4a8ee0442b343'],"10/07/2022, 21:22:51",ibmq_ehningen,10000,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
f45d827f-ed10-4e18-ae58-3ab9f6a297fb,['e8ccd581-37db-4947-8574-e68788e345c7'],"10/07/2022, 21:21:38",simulator,100000,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
7cad2819-2e93-43e3-8df2-7831ba35c3ab,['4516d6fa-7a93-405e-ad17-5a27f4abbe82'],"10/07/2022, 21:24:55",simulator,100000,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
0566ae86-b6f1-4ed3-8fbd-cdf06fa84542,['90eeb9cc-d014-4a02-9ef3-10556ec1b670'],"10/07/2022, 21:24:59",simulator,100000,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
ad12f85f-ef1f-4787-a714-45f2f70d9424,['62cb281e800aad85954ced95'],"10/07/2022, 21:27:26",ibmq_ehningen,100000,linear_alternating,5,0,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4b598573-45a8-46e5-8305-97aa31edd948,['62cb2848800aad6a464ced96'],"10/07/2022, 21:28:08",ibmq_ehningen,100000,linear_alternating,5,1,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1056fb2a-f0d0-46c7-9e2d-13666a6108e5,['62cb28766c2b500405c604e0'],"10/07/2022, 21:28:54",ibmq_ehningen,100000,linear_alternating,5,2,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
d86f06a4-10e2-41cc-906e-8920ef850225,['62cb28a86c2b50aa34c604e1'],"10/07/2022, 21:29:44",ibmq_ehningen,100000,linear_alternating,5,3,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
96fc547e-62aa-4952-882b-93146a1cb6c6,['62cb28ddfdb4a89b5b42b346'],"10/07/2022, 21:30:37",ibmq_ehningen,100000,linear_alternating,5,4,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
1fd86747-1901-456e-aaf3-3d0b0c1f1abf,['62cb2916800aad5f5e4ced97'],"10/07/2022, 21:31:34",ibmq_ehningen,100000,linear_alternating,5,5,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
8dc9b07f-ce60-420a-a4e0-185ca77f624a,['62cb29521c93002a5609f193'],"10/07/2022, 21:32:34",ibmq_ehningen,100000,linear_alternating,5,6,Paulis,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
40e2c90e-c23a-48c3-ac74-34c4dc7b2b9a,['62cd7824800aad2f0a4cef29'],"12/07/2022, 15:33:24",ibmq_ehningen,10,linear_alternating,5,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2cd4b0cd-1ff6-4bb8-8854-fd046bb9c511,['62cd7832fdb4a8f0a942b4e8'],"12/07/2022, 15:33:38",ibmq_ehningen,100,linear_alternating,5,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
c059e5c5-d495-4a06-a9b7-13586cb79737,['62cd7840fdb4a82c1442b4e9'],"12/07/2022, 15:33:52",ibmq_ehningen,10000,linear_alternating,5,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
bdc8864b-ac40-4fa5-a1ba-aae2a1da10f1,['62cd784d6c2b5032d4c60685'],"12/07/2022, 15:34:05",ibmq_ehningen,100000,linear_alternating,5,3,Sato21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
73f15288-04f9-45e6-860b-04b44a4c5dd9,['62cd7927fdb4a82e0742b4ed'],"12/07/2022, 15:37:43",ibmq_ehningen,10,linear_alternating,5,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
cc2d27de-3c12-4c39-85ce-56bc3d85def1,['62cd7939800aadd60a4cef2c'],"12/07/2022, 15:38:01",ibmq_ehningen,10,linear_alternating,5,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
14fed870-1235-4705-aa77-ac14703b31e9,['62cd794e6c2b50f69ac60686'],"12/07/2022, 15:38:22",ibmq_ehningen,100,linear_alternating,5,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
2389d4c3-174e-4755-8580-a3a09b206e70,['62cd7960fdb4a8f01542b4ee'],"12/07/2022, 15:38:40",ibmq_ehningen,100,linear_alternating,5,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
49bc577a-5786-42ab-9671-067d9ec93026,['62cd7975800aadb62a4cef2d'],"12/07/2022, 15:39:01",ibmq_ehningen,10000,linear_alternating,5,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
4cd4dba3-d96f-4ce9-9865-4ca544390dba,['62cd798a1c93004e9e09f304'],"12/07/2022, 15:39:22",ibmq_ehningen,10000,linear_alternating,5,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
9fc60058-d536-46ec-8e51-871ade6912fc,['62cd799ffdb4a8b9d342b4ef'],"12/07/2022, 15:39:43",ibmq_ehningen,100000,linear_alternating,5,3,SatoLiu21,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
909e00c3-2f01-443a-9f60-c3c61ba6b7f4,['62cd79b11c93007f7709f305'],"12/07/2022, 15:40:01",ibmq_ehningen,100000,linear_alternating,5,3,SatoLiu21_efficient,18,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False
